! ------------ AirfoilInfo v1.01.x Input File ----------------------------------
! AeroElasticSE FAST driver
! Generated from FAST_writer.py which accounts for different ctrl values (i.e. flap deflections) or Re and outputs this AD file with multiple tables
! note that this file uses Marshall Buhl's new input file processing; start all comment lines with ! 
! ------------------------------------------------------------------------------
DEFAULT                  InterpOrd   ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=3]
1                        NonDimArea  ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
@"AF19_Coords.txt"       NumCoords   ! The number of coordinates in the airfoil shape file. Set to zero if coordinates not included.
1                        NumTabs     ! Number of airfoil tables in this file.  Each table must have lines for Re and Ctrl.
! ------------------------------------------------------------------------------
! data for table 1 
! ------------------------------------------------------------------------------
10.687031                Re          ! Reynolds number in millions
0.000000                 Ctrl        ! Control setting (must be 0 for current AirfoilInfo)
True                     InclUAdata  ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
-2.328017                alpha0      ! 0-lift angle of attack, depends on airfoil.
13.997359                alpha1      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
-13.997359               alpha2      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
1.000000                 eta_e       ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
9.133805                 C_nalpha    ! Slope of the 2D normal force coefficient curve. (1/rad)
Default                  T_f0        ! Initial value of the time constant associated with Df in the expression of Df and f. [default = 3]
Default                  T_V0        ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
Default                  T_p         ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
Default                  T_VL        ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
Default                  b1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
Default                  b2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
Default                  b5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
Default                  A1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
Default                  A2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
Default                  A5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
0.000000                 S1          ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S2          ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S3          ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S4          ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
1.889194                 Cn1         ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
-1.284106                Cn2         ! As Cn1 for negative AOAs.
Default                  St_sh       ! Strouhal's shedding frequency constant.  [default = 0.19]
0.007324                 Cd0         ! 2D drag coefficient value at 0-lift.
-0.082248                Cm0         ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
0.000000                 k0          ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
0.000000                 k1          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k2          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k3          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k1_hat      ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
Default                  x_cp_bar    ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
Default                  UACutout    ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
Default                  filtCutOff  ! Cut-off frequency (-3 dB corner frequency) for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (Hz) [default = 20]
!........................................
! Table of aerodynamics coefficients
210                      NumAlf      ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
-1.80000000000000e+02  4.54696288182368e-04  1.01151890068265e-03 -7.78869343604314e-05
-1.69996577815315e+02  5.06673918545474e-01  9.67711839333734e-04  3.91438011832761e-01
-1.60027112180039e+02  1.00416204149033e+00  1.34485143025411e-02  5.90578277757902e-01
-1.50000350765250e+02  1.10755465997271e+00  2.25646893566546e-01  5.48782721304441e-01
-1.39973589350460e+02  9.49756513174326e-01  4.90025597697454e-01  4.70100301443684e-01
-1.30004123715184e+02  7.55275966024677e-01  7.67961934568920e-01  4.48100391082318e-01
-1.19977362300394e+02  5.64584986297521e-01  1.03854534220747e+00  4.52308421329841e-01
-1.10007896665118e+02  3.76895546603132e-01  1.26430736828645e+00  4.60673936947799e-01
-9.99811352503287e+01  1.89683122502134e-01  1.42354296359296e+00  4.66512485179815e-01
-9.00116696150523e+01  3.24056878447360e-03  1.50008110847559e+00  4.53907291688007e-01
-7.99849082002629e+01 -1.85008966797738e-01  1.42301291164464e+00  4.11658998777084e-01
-7.00154425649866e+01 -3.73344593118915e-01  1.26483608944623e+00  3.57779958714624e-01
-5.99886811501972e+01 -5.65065797698190e-01  1.03849203226757e+00  3.03932939264979e-01
-5.00020267810669e+01 -7.58798249867919e-01  7.68306173458102e-01  2.52299873869392e-01
-3.99981836780828e+01 -9.54593964214339e-01  4.85923404569209e-01  2.02308039209457e-01
-3.00000701530499e+01 -1.14947210992568e+00  2.31229270085196e-01  1.46066610802809e-01
-2.00019566280170e+01 -1.32711936333892e+00  6.72929834473558e-02  1.29536628497318e-02
-1.97498551981595e+01 -1.33115548432687e+00  6.48933822890419e-02  6.80879523757376e-03
-1.94977537683019e+01 -1.33516371230757e+00  6.25949909392209e-02 -3.84660753456186e-03
-1.92513819163957e+01 -1.33905348162719e+00  6.04479967352971e-02 -5.72589426532005e-03
-1.89992804865381e+01 -1.34300528995797e+00  5.83538335870047e-02 -6.76085876275467e-03
-1.87471790566805e+01 -1.34692792523925e+00  5.63648267994900e-02 -8.14807917012724e-03
-1.85008072047743e+01 -1.35071586050808e+00  5.45220065775153e-02 -8.85847011214185e-03
-1.82487057749167e+01 -1.35445609256557e+00  5.27467387778068e-02 -9.42115020247196e-03
-1.80023339230105e+01 -1.35787448805705e+00  5.11716488762006e-02 -9.88461105746679e-03
-1.77502324931529e+01 -1.36102266021998e+00  4.96444631532077e-02 -1.02878266078819e-02
-1.74981310632953e+01 -1.36370845439916e+00  4.81905315953868e-02 -1.06388314129072e-02
-1.72517592113891e+01 -1.36578148845306e+00  4.68281584601003e-02 -1.09513819440709e-02
-1.69996577815315e+01 -1.36724558821738e+00  4.54824159484616e-02 -1.12573016641896e-02
-1.67475563516740e+01 -1.36801050123607e+00  4.41787103004682e-02 -1.15523803876243e-02
-1.65011844997677e+01 -1.36806328494137e+00  4.29403265336843e-02 -1.18300091407360e-02
-1.62490830699101e+01 -1.36738697954586e+00  4.17051342644835e-02 -1.21028208197640e-02
-1.60027112180039e+01 -1.36599369340988e+00  4.05252322493242e-02 -1.23581393837776e-02
-1.57506097881463e+01 -1.36379955681680e+00  3.93418100074196e-02 -1.26075524427801e-02
-1.54985083582888e+01 -1.36080893590440e+00  3.81787511489337e-02 -1.28446921257471e-02
-1.52521365063825e+01 -1.35709819539993e+00  3.70581582450538e-02 -1.30623815440210e-02
-1.50000350765250e+01 -1.35247567253108e+00  3.59241765357542e-02 -1.32604357640861e-02
-1.47479336466674e+01 -1.34699869264978e+00  3.47991687841092e-02 -1.34210539271329e-02
-1.45015617947611e+01 -1.34080151772292e+00  3.37045788595629e-02 -1.35298909858893e-02
-1.42494603649036e+01 -1.33357589476861e+00  3.25854421110797e-02 -1.35798817550976e-02
-1.39973589350460e+01 -1.32543492781748e+00  3.14629603098594e-02 -1.35556908735891e-02
-1.37509870831398e+01 -1.31657369590680e+00  3.03598186309640e-02 -1.34620032964717e-02
-1.34988856532822e+01 -1.30655764289849e+00  2.92272538168699e-02 -1.33510917468284e-02
-1.32525138013759e+01 -1.29581908624461e+00  2.81206248663211e-02 -1.32956537273801e-02
-1.30004123715184e+01 -1.28383329669443e+00  2.69924909660222e-02 -1.33624159752402e-02
-1.27483109416608e+01 -1.27081096767295e+00  2.58727412947590e-02 -1.36249757919237e-02
-1.25019390897546e+01 -1.25705405558008e+00  2.47905317118965e-02 -1.41419397503723e-02
-1.22498376598970e+01 -1.24188981082144e+00  2.36996329835913e-02 -1.50161564091897e-02
-1.19977362300394e+01 -1.22558837663015e+00  2.26295758117529e-02 -1.63058190322370e-02
-1.17513643781332e+01 -1.20851778986699e+00  2.16080242069766e-02 -1.76473834136920e-02
-1.14992629482756e+01 -1.18983573007606e+00  2.05916234721859e-02 -1.91333976273799e-02
-1.12471615184181e+01 -1.16986785403614e+00  1.96086835930312e-02 -2.06801550303997e-02
-1.10007896665118e+01 -1.14904536579048e+00  1.86845010975033e-02 -2.22435227791664e-02
-1.07486882366542e+01 -1.12631750264250e+00  1.77802846400068e-02 -2.38765366816660e-02
-1.05023163847480e+01 -1.10262590751241e+00  1.69403669020401e-02 -2.54619778349272e-02
